Time in s	CH I in Volt	CH II in Volt	
5.23E-4	5.12E+00	1.80E-03	
5.24E-4	5.12E+00	4.40E-04	
5.25E-4	5.12E+00	1.40E-03	
5.26E-4	5.12E+00	0.00E+00	
5.27E-4	5.12E+00	6.00E-04	
5.28E-4	5.12E+00	-6.40E-04	
5.29E-4	3.36E+00	-1.52E-03	
5.3E-4	-4.36E+00	-1.48E-03	
5.31E-4	-5.08E+00	-1.20E-03	
5.32E-4	-5.08E+00	-1.64E-03	
5.33E-4	-4.60E+00	-2.12E-03	
5.34E-4	-1.24E+00	-4.00E-04	
5.35E-4	2.00E+00	-6.00E-04	
5.36E-4	4.56E+00	-1.96E-03	
5.37E-4	5.12E+00	-8.40E-04	
5.38E-4	5.12E+00	-1.04E-03	
5.39E-4	5.12E+00	-8.80E-04	
5.4E-4	4.88E+00	-1.20E-04	
5.41E-4	3.76E+00	-1.16E-03	
5.42E-4	2.80E+00	-1.00E-03	
5.43E-4	2.12E+00	-3.60E-04	
5.44E-4	1.76E+00	-1.60E-03	
5.45E-4	1.80E+00	-7.60E-04	
5.46E-4	2.00E+00	-5.60E-04	
5.47E-4	2.32E+00	-2.12E-03	
5.48E-4	2.68E+00	-2.40E-04	
5.49E-4	2.92E+00	-1.76E-03	
5.5E-4	3.12E+00	-8.80E-04	
5.51E-4	3.20E+00	-1.12E-03	
5.52E-4	3.16E+00	-1.60E-03	
5.53E-4	3.00E+00	-1.80E-03	
5.54E-4	2.84E+00	-1.20E-03	
5.55E-4	2.68E+00	-2.40E-04	
5.56E-4	2.60E+00	-1.32E-03	
5.57E-4	2.56E+00	-6.00E-04	
5.58E-4	2.60E+00	-1.76E-03	
5.59E-4	2.68E+00	-7.60E-04	
5.6E-4	2.76E+00	-9.60E-04	
5.61E-4	2.80E+00	-1.28E-03	
5.62E-4	2.84E+00	-2.00E-04	
5.63E-4	2.80E+00	-6.80E-04	
5.64E-4	2.80E+00	-2.36E-03	
5.65E-4	2.76E+00	-9.20E-04	
5.66E-4	2.76E+00	-1.28E-03	
5.67E-4	2.76E+00	-1.48E-03	
5.68E-4	2.80E+00	-1.08E-03	
5.69E-4	2.72E+00	-6.40E-04	
5.7E-4	2.68E+00	-1.40E-03	
5.71E-4	2.72E+00	-4.80E-04	
5.72E-4	2.68E+00	-1.48E-03	
5.73E-4	2.68E+00	-1.36E-03	
5.74E-4	2.68E+00	-9.20E-04	
5.75E-4	2.68E+00	-6.40E-04	
5.76E-4	2.76E+00	-6.80E-04	
5.77E-4	2.76E+00	-1.60E-03	
5.78E-4	2.76E+00	-9.60E-04	
5.79E-4	2.76E+00	-1.12E-03	
5.8E-4	2.72E+00	-1.76E-03	
5.81E-4	2.72E+00	-1.00E-03	
5.82E-4	2.72E+00	-6.00E-04	
5.83E-4	2.68E+00	-1.64E-03	
5.84E-4	2.72E+00	-1.20E-03	
5.85E-4	2.72E+00	-1.24E-03	
